title,body
Documents Show Goldman Pressure on A.I.G.,The head of an investigative panel said Goldman Sachs was “by far the most aggressive” in its collateral demands before A.I.G.’s near collapse.
Talk About a Close Shave: Goldman Barber Moves In-House,"The firm is bringing its favorite barber, Salvatore Anzalone, into its new headquarters while the building where he usually works is being remodeled."
Goldman to Take Stake in $1.8 Billion Hedge Fund,"Goldman Sachs’ Petershill Fund has agreed to buy a minority stake in Mount Lucas, a Pennsylvania-based firm, as industry deal-making remains strong."
"With S.E.C. Suit, Goldman Faces Major Test","As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
What Any Goldman Settlement Might Entail,White Collar Watch addresses speculation about any possible settlement in the Goldman Sachs fraud case and examines what would be needed for the firm to reach an accord with the S.E.C.
"Under New Rules, Goldman Ponders a Leaner Future","Goldman is relying more on technology and reducing expenses as it contends with new regulations and an uncertain market, Goldman’s chief executive, Lloyd C. Blankfein, says."
Goldman and IDG Put $50 Million to Work in a Bitcoin Company ,"Despite fading interest from the public, Wall Street has been quietly looking at the virtual currency, which can be sent securely, cheaply and almost instantly around the world."
Former Goldman Programmer Gets 8-year Jail Term for Code Theft,Sergey Aleynikov received a lighter sentence than prosecutors asked after he was convicted of stealing Goldman Sachs’s proprietary trading code.
"Goldman Says It Supports IEX, but Raises Market Structure Issues",Goldman Sachs pointed out to the S.E.C. that one exchange should not have an unfair advantage over another in its control of market data.
Goldman Takes Top Spot in Global M.&A. Rankings,"Goldman Sachs led the Thomson Reuters rankings of worldwide mergers and acquisitions for the first half of the year, signaling that its clients are standing by the firm despite some controversy."
Former Top Goldman Executive to Run Cushman & Wakefield,"Edward C. Forst, a former co-head of Goldman’s investment management division, will be president and chief executive of the commercial real estate giant."
What Any Goldman Settlement Might Entail,White Collar Watch addresses speculation about any possible settlement in the Goldman Sachs fraud case and examines what would be needed for the firm to reach an accord with the S.E.C.
Talk About a Close Shave: Goldman Barber Moves In-House,"The firm is bringing its favorite barber, Salvatore Anzalone, into its new headquarters while the building where he usually works is being remodeled."
"For Goldman, Success in Social Impact Bond That Aids Schoolchildren",The State of Utah paid Goldman Sachs after the firm paid preschool costs for pupils who had been expected to need special education services.
"With S.E.C. Suit, Goldman Faces Major Test","As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
"Under New Rules, Goldman Ponders a Leaner Future","Goldman is relying more on technology and reducing expenses as it contends with new regulations and an uncertain market, Goldman’s chief executive, Lloyd C. Blankfein, says."
Former Goldman Programmer Is Arrested Again,"The Manhattan district attorney has charged Sergey Aleynikov, the former Goldman Sachs programmer, with state crimes related to his downloading of computer code from his onetime employer."
"Goldman Says It Supports IEX, but Raises Market Structure Issues",Goldman Sachs pointed out to the S.E.C. that one exchange should not have an unfair advantage over another in its control of market data.
Goldman Takes Top Spot in Global M.&A. Rankings,"Goldman Sachs led the Thomson Reuters rankings of worldwide mergers and acquisitions for the first half of the year, signaling that its clients are standing by the firm despite some controversy."
Live-Blogging the Senate Hearing on Goldman,"DealBook is live-blogging the Senate hearing on the role that Goldman Sachs played in the financial crisis, especially in light of the securities fraud charges against the firm."
Former Top Goldman Executive to Run Cushman & Wakefield,"Edward C. Forst, a former co-head of Goldman’s investment management division, will be president and chief executive of the commercial real estate giant."
What Any Goldman Settlement Might Entail,White Collar Watch addresses speculation about any possible settlement in the Goldman Sachs fraud case and examines what would be needed for the firm to reach an accord with the S.E.C.
Talk About a Close Shave: Goldman Barber Moves In-House,"The firm is bringing its favorite barber, Salvatore Anzalone, into its new headquarters while the building where he usually works is being remodeled."
"For Goldman, Success in Social Impact Bond That Aids Schoolchildren",The State of Utah paid Goldman Sachs after the firm paid preschool costs for pupils who had been expected to need special education services.
"With S.E.C. Suit, Goldman Faces Major Test","As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
"Under New Rules, Goldman Ponders a Leaner Future","Goldman is relying more on technology and reducing expenses as it contends with new regulations and an uncertain market, Goldman’s chief executive, Lloyd C. Blankfein, says."
Former Goldman Programmer Is Arrested Again,"The Manhattan district attorney has charged Sergey Aleynikov, the former Goldman Sachs programmer, with state crimes related to his downloading of computer code from his onetime employer."
"Goldman Says It Supports IEX, but Raises Market Structure Issues",Goldman Sachs pointed out to the S.E.C. that one exchange should not have an unfair advantage over another in its control of market data.
Goldman Takes Top Spot in Global M.&A. Rankings,"Goldman Sachs led the Thomson Reuters rankings of worldwide mergers and acquisitions for the first half of the year, signaling that its clients are standing by the firm despite some controversy."
Live-Blogging the Senate Hearing on Goldman,"DealBook is live-blogging the Senate hearing on the role that Goldman Sachs played in the financial crisis, especially in light of the securities fraud charges against the firm."
Former Top Goldman Executive to Run Cushman & Wakefield,"Edward C. Forst, a former co-head of Goldman’s investment management division, will be president and chief executive of the commercial real estate giant."
What Any Goldman Settlement Might Entail,White Collar Watch addresses speculation about any possible settlement in the Goldman Sachs fraud case and examines what would be needed for the firm to reach an accord with the S.E.C.
Talk About a Close Shave: Goldman Barber Moves In-House,"The firm is bringing its favorite barber, Salvatore Anzalone, into its new headquarters while the building where he usually works is being remodeled."
"For Goldman, Success in Social Impact Bond That Aids Schoolchildren",The State of Utah paid Goldman Sachs after the firm paid preschool costs for pupils who had been expected to need special education services.
"With S.E.C. Suit, Goldman Faces Major Test","As the bank deals with a fraud suit from the S.E.C., former workers say that in 2006, executives sided with traders who thought home prices would decline."
"Under New Rules, Goldman Ponders a Leaner Future","Goldman is relying more on technology and reducing expenses as it contends with new regulations and an uncertain market, Goldman’s chief executive, Lloyd C. Blankfein, says."
Former Goldman Programmer Is Arrested Again,"The Manhattan district attorney has charged Sergey Aleynikov, the former Goldman Sachs programmer, with state crimes related to his downloading of computer code from his onetime employer."
